route,suburb,postcode,area,region,response_classification,visible_word_count,raw_html_bytes,exact_shared_visible_block_word_rate_percent,locality_normalised_repeated_block_word_rate_percent,unique_factual_blocks,crawl_depth_from_home,inbound_internal_links,outbound_internal_links_in_main,cta_count,call_available,quote_available,approved_job_evidence,approved_local_photo,verified_testimonial,different_completed_service_information,evidence_basis,indexation_recommendation
/service-areas/central-coast-south/central-coast/mount-white/,Mount White,2250,Central Coast,Central Coast South,selected outer-region 60-90-minute estimate,924,253426,57.37,100.00,19,4,1,21,4,true,true,false,false,false,false,coverage dataset only,Owner review: retain; monitor and prioritise genuine evidence
/service-areas/central-coast-south/central-coast/narara/,Narara,2250,Central Coast,Central Coast South,selected outer-region 60-90-minute estimate,903,252785,58.74,100.00,19,4,1,21,4,true,true,false,false,false,false,coverage dataset only,Owner review: retain; monitor and prioritise genuine evidence
/service-areas/central-coast-south/central-coast/niagara-park/,Niagara Park,2250,Central Coast,Central Coast South,selected outer-region 60-90-minute estimate,924,253494,57.37,100.00,19,4,1,21,4,true,true,false,false,false,false,coverage dataset only,Owner review: retain; monitor and prioritise genuine evidence
/service-areas/central-coast-south/central-coast/north-gosford/,North Gosford,2250,Central Coast,Central Coast South,selected outer-region 60-90-minute estimate,924,253611,57.37,100.00,19,4,1,21,4,true,true,false,false,false,false,coverage dataset only,Owner review: retain; monitor and prioritise genuine evidence
/service-areas/central-coast-south/central-coast/palmdale/,Palmdale,2258,Central Coast,Central Coast South,selected outer-region 60-90-minute estimate,903,253005,58.74,100.00,19,4,1,21,4,true,true,false,false,false,false,coverage dataset only,Owner review: retain; monitor and prioritise genuine evidence
/service-areas/central-coast-south/central-coast/peats-ridge/,Peats Ridge,2250,Central Coast,Central Coast South,selected outer-region 60-90-minute estimate,924,253378,57.37,100.00,19,4,1,21,4,true,true,false,false,false,false,coverage dataset only,Owner review: retain; monitor and prioritise genuine evidence
/service-areas/central-coast-south/central-coast/phegans-bay/,Phegans Bay,2256,Central Coast,Central Coast South,selected outer-region 60-90-minute estimate,924,253426,57.37,100.00,19,4,1,21,4,true,true,false,false,false,false,coverage dataset only,Owner review: retain; monitor and prioritise genuine evidence
/service-areas/central-coast-south/central-coast/point-clare/,Point Clare,2250,Central Coast,Central Coast South,selected outer-region 60-90-minute estimate,924,253366,57.37,100.00,19,4,1,21,4,true,true,false,false,false,false,coverage dataset only,Owner review: retain; monitor and prioritise genuine evidence
/service-areas/central-coast-south/central-coast/point-frederick/,Point Frederick,2250,Central Coast,Central Coast South,selected outer-region 60-90-minute estimate,924,253855,57.37,100.00,19,4,1,21,4,true,true,false,false,false,false,coverage dataset only,Owner review: retain; monitor and prioritise genuine evidence
/service-areas/central-coast-south/central-coast/somersby/,Somersby,2250,Central Coast,Central Coast South,selected outer-region 60-90-minute estimate,903,253017,58.74,100.00,19,4,1,21,4,true,true,false,false,false,false,coverage dataset only,Owner review: retain; monitor and prioritise genuine evidence
/service-areas/central-coast-south/central-coast/springfield/,Springfield,2250,Central Coast,Central Coast South,selected outer-region 60-90-minute estimate,903,253378,58.74,100.00,19,4,1,21,4,true,true,false,false,false,false,coverage dataset only,Owner review: retain; monitor and prioritise genuine evidence
/service-areas/central-coast-south/central-coast/tascott/,Tascott,2250,Central Coast,Central Coast South,selected outer-region 60-90-minute estimate,903,252889,58.74,100.00,19,4,1,21,4,true,true,false,false,false,false,coverage dataset only,Owner review: retain; monitor and prioritise genuine evidence
/service-areas/central-coast-south/central-coast/tuggerah/,Tuggerah,2259,Central Coast,Central Coast South,selected outer-region 60-90-minute estimate,903,253017,58.74,100.00,19,4,1,21,4,true,true,false,false,false,false,coverage dataset only,Owner review: retain; monitor and prioritise genuine evidence
/service-areas/central-coast-south/central-coast/wendoree-park/,Wendoree Park,2250,Central Coast,Central Coast South,selected outer-region 60-90-minute estimate,924,253611,57.37,100.00,19,4,1,21,4,true,true,false,false,false,false,coverage dataset only,Owner review: retain; monitor and prioritise genuine evidence
/service-areas/central-coast-south/central-coast/west-gosford/,West Gosford,2250,Central Coast,Central Coast South,selected outer-region 60-90-minute estimate,924,253494,57.37,100.00,19,4,1,21,4,true,true,false,false,false,false,coverage dataset only,Owner review: retain; monitor and prioritise genuine evidence
/service-areas/central-coast-south/central-coast/woy-woy-bay/,Woy Woy Bay,2256,Central Coast,Central Coast South,selected outer-region 60-90-minute estimate,945,253366,56.06,100.00,19,4,1,21,4,true,true,false,false,false,false,coverage dataset only,Owner review: retain; monitor and prioritise genuine evidence
/service-areas/central-coast-south/central-coast/woy-woy/,Woy Woy,2256,Central Coast,Central Coast South,selected outer-region 60-90-minute estimate,924,252901,57.37,100.00,19,4,1,21,4,true,true,false,false,false,false,coverage dataset only,Owner review: retain; monitor and prioritise genuine evidence
/service-areas/central-coast-south/central-coast/wyoming/,Wyoming,2250,Central Coast,Central Coast South,selected outer-region 60-90-minute estimate,903,252901,58.74,100.00,19,4,1,21,4,true,true,false,false,false,false,coverage dataset only,Owner review: retain; monitor and prioritise genuine evidence
/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/agnes-banks/,Agnes Banks,2753,Hawkesbury,"Hills, Hawkesbury & Hornsby",core 60-minute target,913,253649,57.44,100.00,19,2,91,21,4,true,true,false,false,false,false,coverage dataset only,Owner review: retain; monitor and prioritise genuine evidence
/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/bilpin/,Bilpin,2758,Hawkesbury,"Hills, Hawkesbury & Hornsby",core 60-minute target,893,253031,58.88,100.00,19,3,1,21,4,true,true,false,false,false,false,coverage dataset only,Owner review: retain; monitor and prioritise genuine evidence
/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/blaxlands-ridge/,Blaxlands Ridge,2758,Hawkesbury,"Hills, Hawkesbury & Hornsby",core 60-minute target,914,254148,57.50,100.00,19,3,1,21,4,true,true,false,false,false,false,coverage dataset only,Owner review: retain; monitor and prioritise genuine evidence
